☆ Deadeye Yian Garuga - MHXX Lv 1~4
Item			Qty	Prob.	How to obtain
Deadeye Cortex		1	30%	Capture
Deadeye Carapace	2	32%	Capture
Rejuvenated Beak	1	12%	Capture
Garuga Auricle		2	8%	Capture
Garuga Lash		1	18%	Capture
Rejuvenated Beak	1	70%	Wound Beak
Deadeye Shard		1	20%	Wound Beak
Deadeye Scale+		1	10%	Wound Beak
Garuga Auricle		1	53%	Wound Ears
Garuga Auricle		2	22%	Wound Ears
Garuga Silverpelt	1	25%	Wound Ears
Garuga Fellwing		1	85%	Break Wingtalon
Deadeye Cortex		1	5%	Break Wingtalon
Deadeye Carapace	1	10%	Break Wingtalon
Garuga Silverpelt	1	70%	Wound Back
Deadeye Cortex		1	20%	Wound Back
Deadeye Carapace	2	10%	Wound Back

☆ Deadeye Yian Garuga - MHXX Lv Ex
Item			Qty	Prob.	How to obtain
Deadeye Shard		1	48%	Body Carve
Deadeye Cortex		1	25%	Body Carve
Garuga Silverpelt	1	16%	Body Carve
Garuga Fellwing		1	11%	Body Carve
Garuga Lash		1	80%	Tail Carve
Deadeye Shard		1	20%	Tail Carve
Large Wyvern Tear	1	74%	Shiny Drops
Deadeye Shard		1	25%	Shiny Drops
Garuga Fellwing		1	1%	Shiny Drops
Deadeye Carapace	2	12%	Capture
Deadeye Cortex		1	50%	Capture
Rejuvenated Beak	1	12%	Capture
Garuga Auricle		2	8%	Capture
Garuga Lash		1	18%	Capture
Rejuvenated Beak	2	70%	Wound Beak
Deadeye Shard		1	30%	Wound Beak
Garuga Auricle		1	53%	Wound Ears
Garuga Auricle		2	22%	Wound Ears
Garuga Silverpelt	2	25%	Wound Ears
Garuga Fellwing		1	50%	Break Wingtalon
Garuga Fellwing		2	25%	Break Wingtalon
Deadeye Cortex		1	25%	Break Wingtalon
Garuga Silverpelt	1	70%	Wound Back
Deadeye Cortex		1	30%	Wound Back
