☆ Hellblade Glavenus - MHXX Lv 1~4
Item			Qty	Prob.	How to obtain
Hellblade Carapace	1	8%	Wound Back
Hellblade Shell		1	12%	Wound Back
Hellblade Scale+	1	25%	Wound Front Leg
Hellblade Scale		1	35%	Wound Front Leg
Hellblade Carapace	1	15%	Wound Front Leg
Hellblade Shell		1	25%	Wound Front Leg
Glavenus Tailpiece	4	10%	Wound Tail
Glavenus Tailpiece	2	40%	Wound Tail
Glavenus Pyroshell+	1	30%	Wound Tail
Hellblade Scale+	1	10%	Wound Tail
Hellblade Scale		2	10%	Wound Tail

☆ Hellblade Glavenus - MHXX Lv 9~10	
Item			Qty	Prob.	How to obtain
Hellblade Scale+	1	40%	Body Carve
Hellblade Carapace	1	16%	Body Carve
Glavenus Pyroshell+	1	15%	Body Carve
Glavenus Fang+		1	18%	Body Carve
Glavenus Fire Orb	1	5%	Body Carve
Glavenus Plate		1	6%	Body Carve
Glavenus Tail		1	76%	Tail Carve
Glavenus Tailpiece	1	20%	Tail Carve
Glavenus Fire Orb	1	4%	Tail Carve
Wyvern Tear		1	38%	Shiny Drops
Large Wyvern Tear	1	37%	Shiny Drops
Hellblade Powder	1	18%	Shiny Drops
Glavenus Fire Orb	1	2%	Shiny Drops
Glavenus Plate		1	5%	Shiny Drops
Hellblade Carapace	1	20%	Capture
Glavenus Pyroshell+	1	28%	Capture
Glavenus Tail		1	12%	Capture
Glavenus Tailpiece	4	8%	Capture
Solar Bursa		1	22%	Capture
Flaming Bursa		2	10%	Capture
Glavenus Fang+		1	50%	Wound Head
Glavenus Pyroshell+	1	14%	Wound Head
Solar Bursa		1	30%	Wound Head
Glavenus Fire Orb	1	6%	Wound Head
Glavenus Pyroshell+	1	65%	Wound Back
Glavenus Pyroshell	2	15%	Wound Back
Hellblade Carapace	1	20%	Wound Back
Hellblade Scale+	1	70%	Wound Front Leg
Hellblade Carapace	1	30%	Wound Front Leg
Glavenus Tailpiece	4	10%	Wound Tail
Glavenus Tailpiece	2	40%	Wound Tail
Glavenus Pyroshell+	1	30%	Wound Tail
Hellblade Scale+	1	20%	Wound Tail

☆ Hellblade Glavenus - MHXX Lv 11~12	
Item			Qty	Prob.	How to obtain
Hellblade Shard		1	18%	Body Carve
Hellblade Scale+	1	22%	Body Carve
Hellblade Carapace	1	16%	Body Carve
Glavenus Hellshell	1	15%	Body Carve
Glavenus Hardfang	1	20%	Body Carve
Glavenus Pallium	1	3%	Body Carve
Glavenus Fire Orb	1	6%	Body Carve
Glavenus Tailedge	1	96%	Tail Carve
Glavenus Pallium	1	4%	Tail Carve
Large Wyvern Tear	1	60%	Shiny Drops
Hellblade Powder	1	33%	Shiny Drops
Glavenus Pallium	1	2%	Shiny Drops
Glavenus Fire Orb	1	5%	Shiny Drops
Hellblade Carapace	1	22%	Capture
Glavenus Hellshell	1	30%	Capture
Glavenus Tailedge	1	14%	Capture
Molten Bursa		1	24%	Capture
Solar Bursa		2	10%	Capture
Glavenus Hardfang	1	40%	Wound Head
Glavenus Fang+		2	10%	Wound Head
Glavenus Hellshell	1	13%	Wound Head
Molten Bursa		1	30%	Wound Head
Glavenus Pallium	1	2%	Wound Head
Hellblade Powder	1	5%	Wound Head
Glavenus Hellshell	1	65%	Wound Back
Glavenus Pyroshell+	2	15%	Wound Back
Hellblade Carapace	1	20%	Wound Back
Hellblade Shard		1	25%	Wound Front Leg
Hellblade Scale+	1	35%	Wound Front Leg
Hellblade Carapace	1	40%	Wound Front Leg
Glavenus Tailpiece	4	30%	Wound Tail
Glavenus Tailpiece	2	21%	Wound Tail
Glavenus Hellshell	1	28%	Wound Tail
Hellblade Shard		1	10%	Wound Tail
Hellblade Scale+	1	11%	Wound Tail

☆ Hellblade Glavenus - MHXX Lv 13~15	
Item			Qty	Prob.	How to obtain
Hellblade Shard		1	18%	Body Carve
Hellblade Scale+	1	22%	Body Carve
Hellblade Cortex	1	6%	Body Carve
Hellblade Carapace	1	10%	Body Carve
Glavenus Hellshell	1	15%	Body Carve
Glavenus Hardfang	1	19%	Body Carve
Glavenus Pallium	1	4%	Body Carve
Glavenus Fire Orb	1	6%	Body Carve
Glavenus Tailedge	1	96%	Tail Carve
Glavenus Pallium	1	4%	Tail Carve
Large Wyvern Tear	1	58%	Shiny Drops
Hellblade Powder	1	33%	Shiny Drops
Glavenus Pallium	1	3%	Shiny Drops
Glavenus Fire Orb	1	6%	Shiny Drops
Hellblade Cortex	1	10%	Capture
Hellblade Carapace	1	12%	Capture
Glavenus Hellshell	1	30%	Capture
Glavenus Tailedge	1	14%	Capture
Molten Bursa		1	24%	Capture
Solar Bursa		2	10%	Capture
Glavenus Hardfang	1	45%	Wound Head
Glavenus Hellshell	1	16%	Wound Head
Molten Bursa		1	30%	Wound Head
Glavenus Pallium	1	4%	Wound Head
Hellblade Powder	1	5%	Wound Head
Glavenus Hellshell	1	65%	Wound Back
Glavenus Pyroshell+	2	15%	Wound Back
Hellblade Cortex	1	8%	Wound Back
Hellblade Carapace	1	12%	Wound Back
Hellblade Shard		1	25%	Wound Front Leg
Hellblade Scale+	1	35%	Wound Front Leg
Hellblade Cortex	1	15%	Wound Front Leg
Hellblade Carapace	1	25%	Wound Front Leg
Glavenus Tailpiece	4	35%	Wound Tail
Glavenus Tailpiece	2	15%	Wound Tail
Glavenus Hellshell	1	30%	Wound Tail
Hellblade Shard		1	10%	Wound Tail
Hellblade Scale+	2	10%	Wound Tail

☆ Hellblade Glavenus - MHXX Lv Ex
Item			Qty	Prob.	How to obtain
Hellblade Shard		1	40%	Body Carve
Hellblade Cortex	1	16%	Body Carve
Glavenus Hellshell	1	15%	Body Carve
Glavenus Hardfang	1	18%	Body Carve
Glavenus Pallium	1	5%	Body Carve
Glavenus Fire Orb	1	6%	Body Carve
Glavenus Tailedge	1	96%	Tail Carve
Glavenus Pallium	1	4%	Tail Carve
Large Wyvern Tear	1	56%	Shiny Drops
Hellblade Powder	1	33%	Shiny Drops
Glavenus Pallium	1	4%	Shiny Drops
Glavenus Fire Orb	1	7%	Shiny Drops
Hellblade Cortex	1	22%	Capture
Glavenus Hellshell	1	30%	Capture
Glavenus Tailedge	1	14%	Capture
Molten Bursa		1	24%	Capture
Solar Bursa		2	10%	Capture
Glavenus Hardfang	1	45%	Wound Head
Glavenus Hellshell	1	14%	Wound Head
Molten Bursa		1	30%	Wound Head
Glavenus Pallium	1	6%	Wound Head
Hellblade Powder	1	5%	Wound Head
Glavenus Hellshell	1	65%	Wound Back
Glavenus Pyroshell+	2	15%	Wound Back
Hellblade Cortex	1	20%	Wound Back
Hellblade Shard		1	70%	Wound Front Leg
Hellblade Cortex	1	30%	Wound Front Leg
Glavenus Tailpiece	4	40%	Wound Tail
Glavenus Tailpiece	2	10%	Wound Tail
Glavenus Hellshell	1	30%	Wound Tail
Hellblade Shard		1	20%	Wound Tail
